vehicleid,status,make,model,modelyear,color,fuel,wheelchairaccessible,operator,zipcode,affiliation,medallion
5397,ACTIVE,TOYOTA,CAMRY,2012,YELLOW,Hybrid,FALSE,BILAL CAB CORP,60641,Yellow Cab Association,Owner Manager
6627,ACTIVE,TOYOTA,COROLLA,2020,WHITE,Gasoline,FALSE,YA MUGHNI CAB INC,60612,Independent1,Owner-Operator
2746,ACTIVE,TOYOTA,CAMRY,2014,WHITE/BLUE/STRIPES,Hybrid,FALSE,AVATAR TAXI CORP,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc."
6526,ACTIVE,TOYOTA,CAMRY,2016,BLUE/WHITE,Hybrid,FALSE,BHATTI TAXI INC,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc."
4545,ACTIVE,TOYOTA,SIENNA,2019,WHITE/BLUE/STRIPES,Gasoline,TRUE,ALMOHAJEER INC,60646,Blue Ribbon Assn Inc,Owner Manager
1578,ACTIVE,TOYOTA,PRIUS,2012,CREAM/GREEN,Hybrid,FALSE,ONE CHATHA INC,60641,Checker Taxi Association Co.,Owner Manager
3814,ACTIVE,TOYOTA,RAV4,2022,WHITE,Hybrid,FALSE,SENA & KENA INC.,60640,Independent1,Owner-Operator
3895,ACTIVE,TOYOTA,SIENNA,2015,YELLOW,Gasoline,FALSE,GILMART ENTERPRISES INC.,60641,Yellow Cab Association,Owner-Operator
4269,ACTIVE,TOYOTA,PRIUS,2014,BLUE/WHITE,Hybrid,FALSE,JJORCH TRANSPORTATION INC,60641,Sun Taxi Association Inc,Owner-Operator
3240,ACTIVE,NISSAN,ALTIMA,2014,BLACK,Hybrid,FALSE,"TEDROS FAMILY, INC.",60645,Independent2,Owner-Operator
4281,ACTIVE,TOYOTA,RAV4,2021,WHITE,Hybrid,FALSE,ZAD CORP,60640,Independent1,Owner-Operator
1313,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,FALSE,CHICAGO MEDALLION SEVEN LLC.,60656,Flash Cab Co,Owner Manager
940,ACTIVE,TOYOTA,CAMRY,2016,YELLOW,Hybrid,FALSE,SAFI TRANSPORTATION INC,60641,Yellow Cab Association,Owner Manager
3042,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,FALSE,SAYLAC CITY LLC,60656,Flash Cab Co,Owner-Operator
3054,ACTIVE,TOYOTA,PRIUS,2012,CREAM/GREEN,Hybrid,FALSE,CHATHA CAB CO,60641,Checker Taxi Association Co.,Owner Manager
5513,ACTIVE,TOYOTA,PRIUS,2020,WHITE,Hybrid,FALSE,GATTIGUNDE TAXI INC,60656,Flash Cab Co,Owner-Operator
5243,ACTIVE,TOYOTA,RAV4,2024,GRAY,Hybrid,FALSE,LASHUE LLC,60640,Independent1,Owner-Operator
5279,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,FALSE,WALI & WAASEY LLC,60612,Independent1,Owner-Operator
783,ACTIVE,TOYOTA,PRIUS,2014,WHITE,Hybrid,FALSE,"ALVA 1, INC.",60659,City Service Taxi Association,Owner Manager
1738,ACTIVE,TOYOTA,PRIUS,2016,WHITE,Hybrid,FALSE,KIRUBEL CORP,60640,Independent1,Owner-Operator
6569,ACTIVE,TOYOTA,PRIUS,2013,WHITE/BLUE/STRIPES,Hybrid,FALSE,BURNEY INC,60646,Blue Ribbon Assn Inc,Owner Manager
6165,ACTIVE,TOYOTA,CAMRY,2015,GRAY/WHITE,Hybrid,FALSE,PEACE INC.,60645,Choice Taxi Association Inc,Choice Taxi Association
3847,ACTIVE,TOYOTA,RAV4,2024,WHITE,Hybrid,FALSE,YOUSIFZAI #1 LLC,60659,Independent1,Owner-Operator
1345,ACTIVE,TOYOTA,PRIUS,2014,WHITE,Hybrid,FALSE,CORPORAL CAB CO,60647,Flash Cab Co,Chicago Taxicab Management Inc.
3607,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,FALSE,ALGIERS CAB CORP,60656,Flash Cab Co,Owner-Operator
262,ACTIVE,TOYOTA,CAMRY,2016,WHITE/BLACK/STRIPES,Gasoline,FALSE,CHI-TOWN TAXI LLC,60634,Independent1,Owner-Operator
811,ACTIVE,TOYOTA,PRIUS,2021,BLUE/WHITE,Hybrid,FALSE,COMKEN INC,60641,Sun Taxi Association Inc,Owner Manager
844,ACTIVE,TOYOTA,RAV4,2021,SILVER,Gasoline,FALSE,POPNEN TAXI INC,60645,Independent1,Owner-Operator
5465,ACTIVE,HYUNDAI,ELANTRA,2018,WHITE,Gasoline,FALSE,ATHINA CAB CORP.,60659,Top Cab Association,Top Cab Corp.
307,ACTIVE,FORD,FUSION,2015,WHITE,Hybrid,FALSE,ATTEYEH LLC,60656,Flash Cab Co,Owner-Operator
1987,ACTIVE,TOYOTA,CAMRY,2012,YELLOW,Hybrid,FALSE,BIBI CAB CO,60641,Yellow Cab Association,Owner-Operator
602,ACTIVE,TOYOTA,CAMRY,2013,BLUE/WHITE,Hybrid,FALSE,KWANG CAB INC,60641,Sun Taxi Association Inc,Owner-Operator
4382,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,BALACH & SHATAJ CAB CO,60656,Flash Cab Co,Owner-Operator
1664,ACTIVE,TOYOTA,CAMRY,2016,YELLOW,Hybrid,FALSE,SUSU TAXI INC,60641,Yellow Cab Association,Owner Manager
219,ACTIVE,FORD,ESCAPE,2012,GREEN,Hybrid,FALSE,TAURUS CAB INC,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc."
4828,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,FALSE,BOKE TRANS INC,60659,City Service Taxi Association,Owner Manager
4905,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,FALSE,FOMEAK INC,60656,Flash Cab Co,Owner-Operator
4825,ACTIVE,TOYOTA,SIENNA,2020,WHITE,Gasoline,TRUE,DXPB LLC,60656,Flash Cab Co,Owner Manager
1495,ACTIVE,TOYOTA,SIENNA,2015,WHITE,Gasoline,TRUE,"FUNRIDE, INC.",60618,Independent1,Owner-Operator
3752,ACTIVE,TOYOTA,CAMRY,2015,WHITE/BLUE/STRIPES,Hybrid,FALSE,HARVIN CAB CO,60646,Blue Ribbon Assn Inc,Owner Manager
5905,ACTIVE,TOYOTA,COROLLA,2020,WHITE,Hybrid,FALSE,OLYMPIA CAB CO,60656,Flash Cab Co,Owner-Operator
4477,ACTIVE,TOYOTA,SIENNA,2017,GRAY,Gasoline,FALSE,KSJ LOGISTICS LLC,60640,Independent1,Owner-Operator
5914,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,FALSE,MAHAL CAB CO.,60659,Flash Cab Co,Owner Manager
4264,ACTIVE,TOYOTA,CAMRY,2017,YELLOW,Hybrid,FALSE,T20 INC,60641,Yellow Cab Association,Owner Manager
4845,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,FALSE,AZMEER INC.,60656,Flash Cab Co,Owner Manager
1961,ACTIVE,TOYOTA,CAMRY,2017,WHITE,Hybrid,FALSE,NAZ TAXI CORP,60612,Independent1,Owner-Operator
6536,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,E & E TAXI COMPANY,60656,Flash Cab Co,Chicago Taxicab Management Inc.
5157,ACTIVE,TOYOTA,PRIUS,2015,WHITE,Hybrid,FALSE,WAAMO TAXI INC,60656,Flash Cab Co,Owner-Operator
2619,ACTIVE,FORD,FUSION,2012,WHITE,Hybrid,FALSE,WIL-MAR CAB CO,60657,Flash Cab Co,Chicago Taxicab Management Inc.
1192,ACTIVE,TOYOTA,VENZA,2021,WHITE,Gasoline,FALSE,JIWAN BABA INC,60630,Globe Taxi Association Inc,Owner-Operator
1452,ACTIVE,TOYOTA,SIENNA,2018,WHITE,Gasoline,TRUE,MILOS CAB CORP,60618,Top Cab Association,Top Cab Corp.
5692,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,FALSE,"ECO 1 TAXI, INC",60612,Independent1,Owner-Operator
5520,ACTIVE,TOYOTA,CAMRY,2012,YELLOW,Hybrid,FALSE,SHAFI CHICAGO CORP.,60641,Yellow Cab Association,Owner-Operator
5630,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,FALSE,"JAJY, INC",60659,City Service Taxi Association,Owner-Operator
3548,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,FALSE,3548 TAXI CORP,60625,Globe Taxi Association Inc,Owner Manager
5429,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,FALSE,ESMERALDA CAB CO,60647,Flash Cab Co,Chicago Taxicab Management Inc.
6953,ACTIVE,TOYOTA,SIENNA,2019,YELLOW,Gasoline,TRUE,NYAMEKYE LLC,60660,Yellow Cab Association,Owner Manager
2073,ACTIVE,TOYOTA,CAMRY,2013,BLUE/WHITE,Hybrid,FALSE,"ELFAIDI TRANSPORTATION, INC",60641,Sun Taxi Association Inc,Owner-Operator
6991,ACTIVE,TOYOTA,SIENNA,2021,WHITE,Hybrid,TRUE,JUST TAXI TWO LLC,60612,Independent1,Owner Manager
6315,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,"ANGELA TRANS, INC.",60659,City Service Taxi Association,Owner Manager
3855,ACTIVE,TOYOTA,RAV4,2023,GRAY,Hybrid,FALSE,YOMAK INC,60640,Independent1,Owner-Operator
5942,ACTIVE,TOYOTA,SIENNA,2020,WHITE,Gasoline,TRUE,ABDI ALI NUGAAL CO.,60656,Flash Cab Co,Owner-Operator
5181,ACTIVE,TOYOTA,CAMRY,2016,BLUE/WHITE,Hybrid,FALSE,MCCAB X CORP.,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc."
1744,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLUE/STRIPES,Hybrid,FALSE,TRIPLE SA INC.,60646,Blue Ribbon Assn Inc,Owner-Operator
3558,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,FALSE,K & I ENTERPRISES INC,60641,Yellow Cab Association,Owner Manager
6596,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,GAUHER INC,60656,Flash Cab Co,Owner-Operator
2239,ACTIVE,TOYOTA,CAMRY,2015,YELLOW,Hybrid,FALSE,"PICK 199, INC",60641,Yellow Cab Association,Owner-Operator
6061,ACTIVE,TOYOTA,SIENNA,2021,GRAY,Hybrid,FALSE,SAVE TAXI CO,60612,Independent1,Owner-Operator
1690,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,JOT CAB CO,60612,Independent1,Owner-Operator
1142,ACTIVE,TOYOTA,RAV4,2022,SILVER,Hybrid,FALSE,YONAS CAB CO,60626,Independent1,Owner-Operator
5086,ACTIVE,DODGE,CARAVAN,2013,WHITE,Flex Fuel,FALSE,"OX-BEE TRANS, INC",60659,City Service Taxi Association,Owner-Operator
4782,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,FALSE,HASINA CORP,60656,Flash Cab Co,Chicago Taxicab Management Inc.
2114,ACTIVE,TOYOTA,PRIUS,2017,WHITE,Hybrid,FALSE,FIRST CIVIC CORP,60656,Flash Cab Co,Owner Manager
5565,ACTIVE,TOYOTA,SIENNA,2023,GRAY,Hybrid,FALSE,NOBEL-GROUP II INC,60615,Independent1,Owner Manager
1572,ACTIVE,TOYOTA,SIENNA,2021,WHITE,Hybrid,TRUE,"RAAGE TRANS, INC",60656,Flash Cab Co,Owner-Operator
2348,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,FALSE,BARAKA 34 INC,60630,Independent1,Owner-Operator
5149,ACTIVE,TOYOTA,PRIUS,2014,YELLOW,Hybrid,FALSE,K. R. I. ENT INC,60641,Yellow Cab Association,Owner Manager
1070,ACTIVE,TOYOTA,SIENNA,2020,WHITE/BLACK/STRIPES,Gasoline,TRUE,DIVINE GOD CORP,60620,Independent1,Owner-Operator
3995,ACTIVE,FORD,ESCAPE,2012,WHITE,Hybrid,FALSE,M.B.R.K CAB CORP,60641,Independent2,Owner-Operator
4933,ACTIVE,TOYOTA,RAV4,2019,WHITE,Gasoline,FALSE,ORIMA TRIPLE B CORPORATION,60656,Flash Cab Co,Owner-Operator
1706,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,BUDDHA BUD INC,60630,Globe Taxi Association Inc,Owner Manager
2355,ACTIVE,TOYOTA,PRIUS,2017,WHITE,Hybrid,FALSE,AL-MEDINA TAXI INC,60656,Flash Cab Co,Owner-Operator
5812,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLACK/STRIPES,Hybrid,FALSE,ADRIAN CAB CO.,60630,Independent1,Owner-Operator
5552,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,FALSE,ZEEMAAN CORP.,60656,Flash Cab Co,Owner-Operator
2195,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,FALSE,3 ACE CAB LLC,60612,Independent1,Owner-Operator
1418,ACTIVE,TOYOTA,CAMRY,2016,YELLOW,Hybrid,FALSE,SUSU TAXI INC,60641,Yellow Cab Association,Owner Manager
5096,ACTIVE,TOYOTA,CAMRY,2016,WHITE,Hybrid,FALSE,FOUR M EXPRESS INC,60656,Flash Cab Co,Owner Manager
4308,ACTIVE,TOYOTA,SIENNA,2019,YELLOW,Gasoline,FALSE,BUHARIS CORP,60641,Yellow Cab Association,Owner-Operator
280,ACTIVE,TOYOTA,COROLLA,2016,WHITE,Gasoline,FALSE,GARBACZ INC,60659,City Service Taxi Association,Owner-Operator
3639,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,CHICAGO MEDALLION TEN LLC,60656,Flash Cab Co,Chicago Taxicab Management Inc.
4632,ACTIVE,TOYOTA,PRIUS,2012,WHITE/BLUE/STRIPES,Hybrid,FALSE,AILEMEN & SONS INC,60646,Blue Ribbon Assn Inc,Owner-Operator
349,ACTIVE,TOYOTA,RAV4,2022,WHITE,Hybrid,FALSE,"ZEHARA EFFA, INC",60659,City Service Taxi Association,Owner-Operator
1832,ACTIVE,TOYOTA,CAMRY,2014,WHITE/BLACK/STRIPES,Hybrid,FALSE,MARUTHI 1832 INC,60612,Independent1,Owner-Operator
1251,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,"ARMAND TRANS, INC",60659,City Service Taxi Association,Owner Manager
2543,ACTIVE,TOYOTA,SIENNA,2022,WHITE,Hybrid,FALSE,SJC BALENG INC,60660,Independent1,Owner-Operator
4375,ACTIVE,TOYOTA,RAV4,2020,WHITE,Hybrid,FALSE,SENAIT TRANS INC,60659,City Service Taxi Association,Owner-Operator
1285,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,"ST & MT,  INC",60659,City Service Taxi Association,Owner Manager
1726,ACTIVE,TOYOTA,SIENNA,2019,WHITE,Gasoline,TRUE,AA1 TAXI INC,60645,Independent1,Owner Manager
1483,ACTIVE,TOYOTA,CAMRY,2023,WHITE,Hybrid,FALSE,KIZEYI LLC,60656,Flash Cab Co,Owner-Operator
5125,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,FALSE,ABRAR CORP.,60659,Flash Cab Co,Owner-Operator
1415,ACTIVE,TOYOTA,HIGHLANDER,2019,BLACK,Hybrid,FALSE,FELICITY LOGISTICS LLC,60612,Independent1,Owner-Operator
5452,ACTIVE,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,FALSE,LINJAKE INC.,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc."
4946,ACTIVE,TOYOTA,PRIUS,2016,WHITE,Hybrid,FALSE,GRANDPASS EXPRESS INCORPORATED,60656,Flash Cab Co,Owner Manager
1841,ACTIVE,TOYOTA,RAV4,2016,WHITE,Hybrid,FALSE,AGARTHA M. BAFFOUR,60645,Globe Taxi Association Inc,Owner-Operator
5393,ACTIVE,TOYOTA,CAMRY,2022,WHITE,Gasoline,FALSE,"IRKLENAR, INC.",60630,Independent2,Owner-Operator
3281,ACTIVE,TOYOTA,RAV4,2018,WHITE,Hybrid,FALSE,KZKSM INC,60656,Flash Cab Co,Owner-Operator
2092,ACTIVE,TOYOTA,RAV4,2021,BLUE,Hybrid,FALSE,SBEIH COMPANY,60656,Independent1,Owner-Operator
5639,ACTIVE,TOYOTA,PRIUS,2015,YELLOW,Hybrid,FALSE,ANK CAB INC,60641,Yellow Cab Association,Owner Manager
2833,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,FALSE,CHIEFY CAB CO,60647,Flash Cab Co,Chicago Taxicab Management Inc.
2089,ACTIVE,TOYOTA,COROLLA,2017,WHITE,Hybrid,FALSE,HANZILA KHAN INC.,60656,Flash Cab Co,Owner-Operator
5422,ACTIVE,TOYOTA,RAV4,2022,BLUE/WHITE,Hybrid,FALSE,SIFAN INC.,60641,Sun Taxi Association Inc,Owner-Operator
2064,ACTIVE,TOYOTA,PRIUS,2014,WHITE,Hybrid,FALSE,TRAZ TAXI CORP,60626,Independent1,Owner Manager
346,ACTIVE,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,FALSE,JIN CAB CORP I,60641,Sun Taxi Association Inc,Owner-Operator
479,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,FALSE,M.T. TAXICAB INC.,60640,Independent1,Owner-Operator
4402,ACTIVE,TOYOTA,CAMRY,2017,WHITE,Hybrid,FALSE,TOUFIK CAB CO.,60656,Flash Cab Co,Owner-Operator
4846,ACTIVE,TOYOTA,PRIUS,2014,WHITE,Hybrid,FALSE,"JAZZY GILL, INC.",60660,Independent1,Owner-Operator
6340,ACTIVE,TOYOTA,RAV4,2016,BLUE/WHITE,Hybrid,FALSE,KINGDOM TRANSPORT INC.,60641,Sun Taxi Association Inc,Owner Manager
3489,ACTIVE,TOYOTA,CAMRY,2015,YELLOW,Hybrid,FALSE,ULTRA INVESTMENT CORP,60641,Yellow Cab Association,Owner Manager
4839,ACTIVE,TOYOTA,CAMRY,2019,GRAY/WHITE,Hybrid,FALSE,EYOB & YAFET LLC,60626,Choice Taxi Association Inc,Owner Manager
2286,ACTIVE,TOYOTA,PRIUS,2021,GRAY,Hybrid,FALSE,SOPHIA CORP,60626,INDEPENDENT4,Owner-Operator
2764,ACTIVE,TOYOTA,CAMRY,2015,BLUE/WHITE,Hybrid,FALSE,BOK RYE LEE,60657,Sun Taxi Association Inc,"Sun Financial Services, Inc."
176,ACTIVE,HONDA,HR-V,2022,WHITE,Gasoline,FALSE,RUBI FERAH INC,60656,Flash Cab Co,Owner-Operator
4109,ACTIVE,TOYOTA,PRIUS,2021,WHITE,Hybrid,FALSE,FRONTROW CAB CO,60656,Flash Cab Co,Owner-Operator
265,ACTIVE,NISSAN,ROGUE,2018,BLACK,Gasoline,FALSE,SKYLINE CAB LLC,60653,Independent1,Owner-Operator
3217,ACTIVE,TOYOTA,CAMRY,2012,BLUE/WHITE,Hybrid,FALSE,"EAGLE EXPRESS, INC.",60641,Sun Taxi Association Inc,"Sun Financial Services, Inc."
1063,ACTIVE,TOYOTA,RAV4,2018,YELLOW,Hybrid,FALSE,ECUADOR EXPRESS US CORP,60641,Yellow Cab Association,Owner-Operator
6374,ACTIVE,TOYOTA,CAMRY,2023,BLACK,Hybrid,FALSE,MARIZA TAXI CORP,60612,Independent1,Owner-Operator
5683,ACTIVE,TOYOTA,CAMRY,2011,WHITE,Hybrid,FALSE,CHICAGO BEST CAB CO,60656,Flash Cab Co,Owner-Operator
2400,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,FALSE,SHAN TRANSPORATION INC,60660,Flash Cab Co,Owner Manager
1370,ACTIVE,TOYOTA,PRIUS,2015,CREAM/GREEN,Hybrid,FALSE,KARAM CORP,60641,Checker Taxi Association Co.,Owner Manager
500,ACTIVE,TOYOTA,PRIUS,2016,BLUE/WHITE,Hybrid,FALSE,"ELBARAKA TRANS, INC",60641,Sun Taxi Association Inc,Owner-Operator
2690,ACTIVE,TOYOTA,CAMRY,2017,WHITE,Hybrid,FALSE,TUNBOL VENTURE INC,60656,Flash Cab Co,Owner-Operator
859,ACTIVE,TOYOTA,RAV4,2020,GRAY,Gasoline,FALSE,POPO SHOP INC,60637,Independent1,Owner-Operator
1829,ACTIVE,DODGE,CARAVAN,2019,WHITE,Flex Fuel,TRUE,OMLETA INC.,60656,Flash Cab Co,Owner-Operator
1202,ACTIVE,FORD,ESCAPE,2010,WHITE,Hybrid,FALSE,G.C. HEMESON LLC,60612,Independent1,Owner-Operator
342,ACTIVE,TOYOTA,RAV4,2017,WHITE/BLACK/STRIPES,Gasoline,FALSE,MALAKOFF 16 LLC,60630,Independent1,Owner-Operator
1211,ACTIVE,TOYOTA,CAMRY,2019,YELLOW,Hybrid,FALSE,CHINEMEREM HOLDINGS CORP.,60641,Yellow Cab Association,Owner-Operator
3396,ACTIVE,TOYOTA,PRIUS,2015,YELLOW,Hybrid,FALSE,TAXI MEDALLION GROUP LLC SERIES II,60618,Yellow Cab Association,Owner Manager
4578,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,FALSE,KIRYAKOS CORP,60659,City Service Taxi Association,Owner-Operator
3094,ACTIVE,TOYOTA,CAMRY,2016,WHITE/BLACK/STRIPES,Gasoline,FALSE,G L B CAB CO,60657,Independent1,Owner-Operator
3329,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,FALSE,SAVANAH TAXI INC,60659,City Service Taxi Association,Owner-Operator
6290,ACTIVE,TOYOTA,SIENNA,2017,WHITE,Gasoline,FALSE,TRUST LIMO INC,60656,Flash Cab Co,Owner Manager
6460,ACTIVE,TOYOTA,PRIUS,2011,WHITE,Hybrid,FALSE,FARHAN TRANSPORTATION INC.,60660,Flash Cab Co,Owner Manager
2110,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,"ONI TRANS, INC",60659,City Service Taxi Association,Owner Manager
6626,ACTIVE,TOYOTA,RAV4,2019,WHITE,Hybrid,FALSE,"SOHON TRANS, INC",60659,City Service Taxi Association,Owner-Operator
5404,ACTIVE,TOYOTA,CAMRY,2017,WHITE,Hybrid,FALSE,STERGI CAB CO.,60656,Flash Cab Co,Owner Manager
3772,ACTIVE,TOYOTA,SIENNA,2022,WHITE,Hybrid,TRUE,AT HANIBBOC INC.,60659,Independent1,Owner-Operator
6598,ACTIVE,TOYOTA,CAMRY,2014,WHITE/BLUE/STRIPES,Hybrid,FALSE,CHITOWN CAB INC # II,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc."
2281,ACTIVE,TOYOTA,RAV4,2016,CREAM/BLUE,Hybrid,FALSE,SHERRY CAB CO INC,60641,Blue Diamond Taxi Affil Inc,Owner-Operator
4537,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,FALSE,"SAYEL & FATEN TRANS, INC",60656,Flash Cab Co,Owner-Operator
1111,ACTIVE,TOYOTA,RAV4,2020,WHITE,Gasoline,FALSE,GEOCOM TAXI INC,60612,Independent1,Owner-Operator
5994,ACTIVE,TOYOTA,COROLLA,2019,WHITE,Gasoline,FALSE,HUKAM TRANSIT INC,60612,Independent1,Owner-Operator
399,ACTIVE,TOYOTA,SIENNA,2023,WHITE,Hybrid,TRUE,KCHALIA@01 INC,60612,Independent1,Owner Manager
279,ACTIVE,TOYOTA,SIENNA,2020,BLUE/WHITE,Gasoline,TRUE,KWART CORP,60641,Sun Taxi Association Inc,Owner Manager
3781,ACTIVE,TOYOTA,SIENNA,2019,WHITE,Gasoline,TRUE,TAXSI CORP,60656,Flash Cab Co,Owner-Operator
2843,ACTIVE,TOYOTA,CAMRY,2016,BLUE/WHITE,Hybrid,FALSE,1 SUPER STAR CAB CO,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc."
2567,ACTIVE,TOYOTA,RAV4,2019,WHITE,Gasoline,FALSE,"KARLOTTA TRANS, INC",60659,Independent1,Owner-Operator
1358,ACTIVE,KIA,NIRO,2023,DARK GREEN,Electric,FALSE,TEZ CAB CO,60641,Independent1,Owner-Operator
663,ACTIVE,TOYOTA,RAV4,2020,YELLOW,Gasoline,FALSE,EHIME HOLDINGS INC,60641,Yellow Cab Association,Owner-Operator
6816,ACTIVE,NISSAN,ROGUE,2019,GRAY,Gasoline,FALSE,ABERA INC,60640,Independent1,Owner-Operator
2130,ACTIVE,TOYOTA,PRIUS,2013,GRAY/WHITE,Hybrid,FALSE,RED FOX TAXI INC,60645,Choice Taxi Association Inc,Owner-Operator
2957,ACTIVE,TOYOTA,CAMRY,2020,BLACK,Gasoline,FALSE,N.F KHAN INC,60659,Independent1,Owner-Operator
233,ACTIVE,TOYOTA,CAMRY,2015,WHITE,Hybrid,FALSE,LORIN INC,60659,City Service Taxi Association,Owner Manager
1132,ACTIVE,TOYOTA,CAMRY,2023,YELLOW,Hybrid,FALSE,"AR & SONS, INC.",60641,Yellow Cab Association,Owner-Operator
6445,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,FALSE,TAXI MEDALLION GROUP LLC SERIESXIII,60618,Yellow Cab Association,Owner Manager
842,ACTIVE,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,FALSE,"CHAG B, INC",60641,Sun Taxi Association Inc,Owner-Operator
873,ACTIVE,TOYOTA,SIENNA,2015,WHITE/BLUE/STRIPES,Gasoline,TRUE,CHITOWN CAB INC. #V,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc."
5090,ACTIVE,TOYOTA,SIENNA,2020,WHITE,Gasoline,TRUE,PARK WEST EXPRESS INC,60656,Flash Cab Co,Owner Manager
106,ACTIVE,TOYOTA,SIENNA,2020,YELLOW,Gasoline,TRUE,NANA TAXI INC,60641,Yellow Cab Association,Owner-Operator
4218,ACTIVE,TOYOTA,SIENNA,2020,WHITE,Gasoline,TRUE,"FLAZ LIMO AND TAXI, INC",60656,Flash Cab Co,Owner Manager
997,ACTIVE,FORD,ESCAPE,2012,WHITE,Hybrid,FALSE,JOLLYGLO INTERNATIONAL LIMITED,60656,Flash Cab Co,Owner-Operator
3327,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,FALSE,"ELIANA TRANS, INC",60659,City Service Taxi Association,Owner-Operator
5824,ACTIVE,TOYOTA,PRIUS,2012,GRAY/WHITE,Hybrid,FALSE,SELAM TAXI CORP.,60645,Choice Taxi Association Inc,Owner-Operator
5500,ACTIVE,TOYOTA,COROLLA,2016,WHITE,Gasoline,FALSE,HIGH RIDER 1 INC,60656,Flash Cab Co,Owner-Operator
5335,ACTIVE,TOYOTA,HIGHLANDER,2017,WHITE,Gasoline,FALSE,WASLAK CAB CO,60659,City Service Taxi Association,Owner-Operator
4391,ACTIVE,TOYOTA,RAV4,2018,WHITE,Gasoline,FALSE,NESI TAXI INC,60660,Independent1,Owner-Operator
3689,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,FALSE,Z & M RIDE INC,60656,Flash Cab Co,Owner Manager
3501,ACTIVE,TOYOTA,CAMRY,2020,BLUE/WHITE,Hybrid,FALSE,NEW CITY CAB CORP,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc."
320,ACTIVE,TOYOTA,COROLLA,2018,WHITE,Gasoline,FALSE,GEMINI TAXI CORP,60618,Top Cab Association,Top Cab Corp.
1587,ACTIVE,LINCOLN,MKZ,2017,BLACK,Hybrid,FALSE,MOE FOR GOOD RIDE INC,60640,Independent1,Owner-Operator
3610,ACTIVE,TOYOTA,CAMRY,2012,BLUE/WHITE,Hybrid,FALSE,JBL Express Inc.,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc."
